40.43697,-79.947318
40.437023,-79.947333
40.437071,-79.94737
40.437099,-79.947433
40.437085,-79.947511
40.437071,-79.947588
40.437066,-79.947665
40.437056,-79.947765
40.437046,-79.947904
40.437037,-79.948035
40.437027,-79.948152
40.437032,-79.948276
40.437029,-79.948411
40.437071,-79.948517
40.437099,-79.948632
40.437119,-79.948752
40.437136,-79.948843
40.437089,-79.948933
40.436968,-79.948945
40.436837,-79.94893
40.436723,-79.948965
40.436615,-79.94901
40.43655,-79.948919
40.436599,-79.948778
40.436663,-79.948722
40.436732,-79.948605
40.43679,-79.948465
40.436791,-79.948286
40.436824,-79.948076
40.436809,-79.9479
40.436814,-79.947728
40.436825,-79.947535
40.436898,-79.947421
40.436979,-79.947374
40.437046,-79.947466
40.437012,-79.947534
40.436956,-79.947665
40.436915,-79.947786
40.43692,-79.947964
40.436937,-79.948156
40.436925,-79.948351
40.43688,-79.948534
40.436895,-79.948685
40.436868,-79.948799

